QMTCODE,JJCODE,NAME,CLASS1,CLASS2,CLASS3,CONCEPTIONS,BENCHMARK
603259.SH,SHSE.603259,药明康德,医药生物,医疗服务,医疗研发外包,"2025中报预增,AH股,CAR-T细胞疗法,CRO,HS300_,MSCI中国,标准普尔,创新药,独角兽,富时罗素,沪股通,基金重仓,茅指数,宁组合,融资融券,上证180_,上证50_",B
603267.SH,SHSE.603267,鸿远电子,国防军工,军工电子Ⅱ,军工电子Ⅲ,"2025中报预增,MLCC,半导体概念,被动元件,富时罗素,沪股通,军工,军民融合,融资融券,商业航天,上证380,专精特新",A
603275.SH,SHSE.603275,众辰科技,机械设备,自动化设备,工控设备,"沪股通,减速器,融资融券,专精特新",A
603276.SH,SHSE.603276,恒兴新材,基础化工,化学制品,其他化学制品,"QFII重仓,合成生物,节能环保,流感,融资融券,生态农业,锂电池",A
603279.SH,SHSE.603279,景津装备,机械设备,通用设备,其他通用设备,"沪股通,节能环保,融资融券,上证380",A
603286.SH,SHSE.603286,日盈电子,汽车,汽车零部件,底盘与发动机系统,"QFII重仓,传感器,机构重仓,人形机器人,无人驾驶,专精特新",B
603296.SH,SHSE.603296,华勤技术,电子,消费电子,消费电子零部件及组装,"AIPC,AI眼镜,HS300_,MSCI中国,阿里概念,沪股通,华为概念,机器人概念,荣耀概念,融资融券,上证180_,腾讯云,无线耳机,英伟达概念,智能穿戴,智能家居",A
603305.SH,SHSE.603305,旭升集团,汽车,汽车零部件,底盘与发动机系统,"标准普尔,沪股通,机器人概念,人形机器人,融资融券,商业航天,上证380,特斯拉,小米汽车,新能源车",B
603306.SH,SHSE.603306,华懋科技,汽车,汽车零部件,车身附件及饰件,"CPO概念,光刻机(胶),光通信模块,沪股通,机构重仓,融资融券,转债标的",B
603308.SH,SHSE.603308,应流股份,机械设备,通用设备,金属制品,"参股银行,低空经济,核能核电,沪股通,军工,军民融合,可控核聚变,融资融券,商业航天,无人机,一带一路,转债标的",A
603312.SH,SHSE.603312,西典新能,电力设备,电网设备,输变电设备,"2025中报预增,储能,沪股通,华为汽车,融资融券,太阳能,特斯拉,铁路基建,新能源,新能源车,专精特新,锂电池",A
603313.SH,SHSE.603313,梦百合,轻工制造,家居用品,成品家居,"2025中报预增,C2M概念,贬值受益,独角兽,鸿蒙概念,沪股通,跨境电商,智能家居",B
603317.SH,SHSE.603317,天味食品,食品饮料,调味发酵品Ⅱ,调味发酵品Ⅲ,"调味品概念,富时罗素,股权激励,沪股通,融资融券,上证380,西部大开发",B
603319.SH,SHSE.603319,美湖股份,汽车,汽车零部件,底盘与发动机系统,"PEEK材料概念,低空经济,飞行汽车(eVTOL),沪股通,华为概念,机器人概念,激光雷达,汽车热管理,人形机器人,融资融券,特斯拉,无人驾驶,新能源车",B
603338.SH,SHSE.603338,浙江鼎力,机械设备,工程机械,工程机械整机,"MSCI中国,标准普尔,富时罗素,工程机械概念,沪股通,机器人概念,军民融合,融资融券,上证380,中证500",A
603345.SH,SHSE.603345,安井食品,食品饮料,食品加工,预加工食品,"AH股,MSCI中国,富时罗素,沪股通,融资融券,上证380,预制菜概念,中证500",B
603365.SH,SHSE.603365,水星家纺,纺织服饰,服装家纺,家纺,"电商概念,抖音小店,网红经济,小红书概念",C
603369.SH,SHSE.603369,今世缘,食品饮料,白酒Ⅱ,白酒Ⅲ,"HS300_,MSCI中国,白酒,标准普尔,富时罗素,股权激励,沪股通,融资融券,上证180_,央国企改革",B
603380.SH,SHSE.603380,易德龙,电子,消费电子,消费电子零部件及组装,"5G概念,沪股通,机器人概念,数据中心,新能源车,医疗器械概念",A
603383.SH,SHSE.603383,顶点软件,计算机,软件开发,垂直应用软件,"AI智能体,国产软件,互联金融,沪股通,区块链,融资融券,数据确权,数据要素,数字经济,信创,知识产权",A
603395.SH,SHSE.603395,红四方,基础化工,农化制品,复合肥,"沪股通,农业种植,融资融券",A
603416.SH,SHSE.603416,信捷电气,机械设备,自动化设备,机器人,"PLC概念,沪股通,机器人概念,人形机器人,融资融券",A
603456.SH,SHSE.603456,九洲药业,医药生物,医疗服务,医疗研发外包,"CRO,DeepSeek概念,创新药,单抗概念,富时罗素,合成生物,沪股通,融资融券,上证380",B
603477.SH,SHSE.603477,巨星农牧,农林牧渔,养殖业,生猪养殖,"2025中报扭亏,反内卷概念,沪股通,鸡肉概念,融资融券,西部大开发,猪肉概念,转债标的",C
603486.SH,SHSE.603486,科沃斯,家用电器,小家电,清洁小家电,"2025中报预增,MSCI中国,标准普尔,富时罗素,沪股通,机器人概念,茅指数,宁组合,人工智能,融资融券,上证380,智能家居,中证500,转债标的",B
603501.SH,SHSE.603501,豪威集团,电子,半导体,数字芯片设计,"3D摄像头,AH股,HS300_,MSCI中国,百元股,半导体概念,标准普尔,长江三角,超清视频,传感器,电子后视镜,富时罗素,国产芯片,沪股通,华为概念,茅指数,宁组合,汽车芯片,融资融券,上证180_,上证50_,无人驾驶,无线耳机,小米概念,中芯概念,转债标的",A
603507.SH,SHSE.603507,振江股份,电力设备,风电设备,风电零部件,"2025中报预减,参股新三板,风能,机器人概念,融资融券,太阳能,新能源,专精特新",A
603515.SH,SHSE.603515,欧普照明,家用电器,照明设备Ⅱ,照明设备Ⅲ,"LED,标准普尔,超级品牌,富时罗素,沪股通,融资融券,智慧城市,智能家居",B
603518.SH,SHSE.603518,锦泓集团,纺织服饰,服装家纺,非运动服装,"电商概念,谷子经济,破净股,婴童概念",C
603519.SH,SHSE.603519,立霸股份,家用电器,家电零部件Ⅱ,家电零部件Ⅲ,"第三代半导体,国产芯片,碳化硅",B
603520.SH,SHSE.603520,司太立,医药生物,化学制药,原料药,"富时罗素,专精特新",B
603530.SH,SHSE.603530,神马电力,电力设备,电网设备,线缆部件及其他,"QFII重仓,核能核电,沪股通,融资融券,特高压,智能电网",A
603551.SH,SHSE.603551,奥普科技,家用电器,厨卫电器,卫浴电器,"华为概念,智能家居,装配建筑",B
603558.SH,SHSE.603558,健盛集团,纺织服饰,纺织制造,棉纺,"贬值受益,体育产业",C
603565.SH,SHSE.603565,中谷物流,交通运输,航运港口,航运,"沪股通,机构重仓,冷链物流,融资融券,上证380,养老金,中证500",C
603569.SH,SHSE.603569,长久物流,交通运输,物流,公路货运,"2025中报预减,标准普尔,储能,动力电池回收,沪股通,统一大市场,一带一路,中俄贸易概念",C
603589.SH,SHSE.603589,口子窖,食品饮料,白酒Ⅱ,白酒Ⅲ,"白酒,标准普尔,富时罗素,沪股通,融资融券,中证500",B
603590.SH,SHSE.603590,康辰药业,医药生物,生物制品,其他生物制品,"标准普尔,创投,创新药,单抗概念,痘病毒防治,沪股通,机构重仓,专精特新",B
603599.SH,SHSE.603599,广信股份,基础化工,农化制品,农药,"标准普尔,草甘膦,沪股通,融资融券,上证380,社保重仓",A
603605.SH,SHSE.603605,珀莱雅,美容护理,化妆品,品牌化妆品,"MSCI中国,电商概念,富时罗素,沪股通,化妆品概念,融资融券,上证380,中证500,转债标的",C
603606.SH,SHSE.603606,东方电缆,电力设备,电网设备,线缆部件及其他,"MSCI中国,参股券商,风能,富时罗素,海工装备,沪股通,融资融券,上证380,中证500",A
603612.SH,SHSE.603612,索通发展,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,"2025中报预增,标准普尔,股权激励,固态电池,沪股通,融资融券,上证380,新材料,昨日涨停,昨日涨停_含一字,锂电池",A
603613.SH,SHSE.603613,国联股份,商贸零售,互联网电商,综合电商,"AI智能体,ERP概念,大数据,电商概念,富时罗素,工业互联,沪股通,华为概念,跨境电商,人工智能,融资融券,上证380,数字经济,算力概念,物联网",B
603617.SH,SHSE.603617,君禾股份,机械设备,通用设备,其他通用设备,"贬值受益,跨境电商",A
603619.SH,SHSE.603619,中曼石油,石油石化,油服工程,油田服务,"标准普尔,沪股通,机器人概念,融资融券,上证380,社保重仓,天然气,一带一路,油气设服",B
603658.SH,SHSE.603658,安图生物,医药生物,医疗器械,体外诊断,"标准普尔,富时罗素,沪股通,融资融券,上证380,体外诊断,医疗器械概念,中证500",B
603659.SH,SHSE.603659,璞泰来,电力设备,电池,电池化学品,"MSCI中国,PVDF概念,标准普尔,长江三角,储能,复合集流体,富时罗素,固态电池,沪股通,融资融券,上证380,特斯拉,新能源车,中证500,锂电池",A
603667.SH,SHSE.603667,五洲新春,机械设备,通用设备,金属制品,"风能,沪股通,基金重仓,机器人概念,机器人执行器,减速器,人形机器人,融资融券,特斯拉,新能源车",A
603678.SH,SHSE.603678,火炬电子,国防军工,军工电子Ⅱ,军工电子Ⅲ,"2025中报预增,5G概念,MLCC,半导体概念,被动元件,富时罗素,核能核电,沪股通,军工,军民融合,融资融券,商业航天,上证380,小米概念,新材料,养老金,专精特新",A
603699.SH,SHSE.603699,纽威股份,机械设备,通用设备,金属制品,"QFII重仓,核能核电,沪股通,融资融券,上证380,页岩气,中证500",A
603701.SH,SHSE.603701,德宏股份,汽车,汽车零部件,底盘与发动机系统,"储能,节能环保,稀土永磁,新能源车,央国企改革,专精特新",B
603712.SH,SHSE.603712,七一二,国防军工,军工电子Ⅱ,军工电子Ⅲ,"北斗导航,标准普尔,富时罗素,沪股通,军工,军民融合,融资融券,上证380,无人机,央国企改革",A
603713.SH,SHSE.603713,密尔克卫,交通运输,物流,仓储物流,"标准普尔,富时罗素,沪股通,融资融券,转债标的",C
603728.SH,SHSE.603728,鸣志电器,电力设备,电机Ⅱ,电机Ⅲ,"5G概念,LED,标准普尔,参股新三板,国家安防,沪股通,华为概念,机器人概念,机器人执行器,减速器,人形机器人,融资融券,上证380,无人驾驶,中证500,专精特新",A
603737.SH,SHSE.603737,三棵树,建筑材料,装修建材,涂料,"2025中报预增,标准普尔,富时罗素,沪股通,融资融券,上证380,中证500",B
603786.SH,SHSE.603786,科博达,汽车,汽车零部件,汽车电子电气系统,"富时罗素,沪股通,融资融券,上证380,新能源车,中证500,专精特新",B
603799.SH,SHSE.603799,华友钴业,有色金属,能源金属,钴,"2025中报预增,HS300_,MSCI中国,标准普尔,动力电池回收,富时罗素,固态电池,沪股通,融资融券,上证180_,小金属概念,新材料,新能源车,锂电池,锂矿概念",A
603800.SH,SHSE.603800,洪田股份,机械设备,专用设备,能源及重型设备,"复合集流体,固态电池,沪股通,机构重仓,融资融券,天然气,页岩气,锂电池",A
603806.SH,SHSE.603806,福斯特,电力设备,光伏设备,光伏辅材,"MSCI中国,PCB,标准普尔,反内卷概念,富时罗素,固态电池,沪股通,宁组合,融资融券,上证380,太阳能,新材料,中证500,转债标的,昨日涨停,昨日涨停_含一字,锂电池",A
603816.SH,SHSE.603816,顾家家居,轻工制造,家居用品,成品家居,"MSCI中国,标准普尔,电商概念,富时罗素,沪股通,融资融券,上证380,智能家居,中证500",B
603859.SH,SHSE.603859,能科科技,计算机,IT服务Ⅱ,IT服务Ⅲ,"AI应用,AI智能体,大飞机,大数据,工业互联,国产软件,沪股通,华为概念,华为汽车,军工,军民融合,人工智能,商业航天,数字经济,数字孪生,新型工业化,信创",A
603871.SH,SHSE.603871,嘉友国际,交通运输,物流,跨境物流,"标准普尔,沪股通,冷链物流,融资融券,上证380,一带一路,中俄贸易概念",C
603885.SH,SHSE.603885,吉祥航空,交通运输,航空机场,航空运输,"MSCI中国,标准普尔,富时罗素,沪股通,融资融券,上证380,中证500",C
603886.SH,SHSE.603886,元祖股份,食品饮料,休闲食品,烘焙食品,"2025中报预减,长江三角,电商概念",B
603893.SH,SHSE.603893,瑞芯微,电子,半导体,数字芯片设计,"2025三季报预增,2025中报预增,AI芯片,AI眼镜,EDR概念,HS300_,MSCI中国,百度概念,百元股,半导体概念,股权激励,国产芯片,沪股通,华为概念,机器人概念,人工智能,人形机器人,融资融券,商汤概念,上证180_,物联网,虚拟现实,专精特新",A
603915.SH,SHSE.603915,国茂股份,机械设备,通用设备,金属制品,"QFII重仓,股权激励,沪股通,机构重仓,机器人概念,机器人执行器,减速器,融资融券,上证380",A
603918.SH,SHSE.603918,金桥信息,计算机,IT服务Ⅱ,IT服务Ⅲ,"DeepSeek概念,Web3.0,沪股通,华为概念,化债(AMC)概念,蚂蚁概念,区块链,人工智能,融资融券,数据确权,数字孪生,物联网,信创,远程办公,在线教育,智慧政务",A
603919.SH,SHSE.603919,金徽酒,食品饮料,白酒Ⅱ,白酒Ⅲ,"白酒,沪股通,融资融券,上证380,西部大开发",B
603920.SH,SHSE.603920,世运电路,电子,元件,印制电路板,"AI眼镜,OLED,PCB,储能,低空经济,沪股通,机器人概念,人形机器人,融资融券,上证380,特斯拉,央国企改革,英伟达概念,中证500,昨日涨停,昨日涨停_含一字",A
603950.SH,SHSE.603950,长源东谷,汽车,汽车零部件,底盘与发动机系统,"2025中报预增,低空经济,飞行汽车(eVTOL),湖北自贸,沪股通,专精特新",B
603960.SH,SHSE.603960,克来机电,机械设备,自动化设备,其他自动化设备,"富时罗素,沪股通,华为汽车,机器人概念,氢能源,融资融券,无人驾驶,新能源车,专精特新",A
603969.SH,SHSE.603969,银龙股份,机械设备,通用设备,金属制品,"2025三季报预增,2025中报预增,创投,地下管网,风能,核能核电,沪股通,融资融券,水利建设,碳基材料,铁路基建,雄安新区,一带一路",A
603979.SH,SHSE.603979,金诚信,有色金属,工业金属,铜,"2025中报预增,MSCI中国,QFII重仓,沪股通,化工原料,黄金概念,磷化工,融资融券,上证380,一带一路,中证500,转债标的",A
603986.SH,SHSE.603986,兆易创新,电子,半导体,数字芯片设计,"AH股,AI眼镜,HS300_,MSCI中国,百元股,半导体概念,标准普尔,超清视频,传感器,存储芯片,富时罗素,国产芯片,沪股通,基金重仓,汽车芯片,人工智能,融资融券,上证180_,无线耳机,物联网,央视50_,智能穿戴",A
603988.SH,SHSE.603988,中电电机,电力设备,电机Ⅱ,电机Ⅲ,"2025中报扭亏,风能,沪股通,太阳能",A
603997.SH,SHSE.603997,继峰股份,汽车,汽车零部件,车身附件及饰件,"2025中报预增,标准普尔,沪股通,基金重仓,融资融券,特斯拉",B
603998.SH,SHSE.603998,方盛制药,医药生物,中药Ⅱ,中药Ⅲ,"创新药,工业大麻,化妆品概念,养老概念,婴童概念,中药概念",B
605016.SH,SHSE.605016,百龙创园,基础化工,化学制品,食品及饲料添加剂,"代糖概念,沪股通,专精特新,昨日涨停,昨日涨停_含一字",A
605050.SH,SHSE.605050,福然德,交通运输,物流,原材料供应链服务,"沪股通,汽车一体化压铸,新能源车",C
605056.SH,SHSE.605056,咸亨国际,机械设备,通用设备,仪器仪表,"2025中报预增,储能,低空经济,电商概念,沪股通,机器人概念,人工智能,无人机",A
605060.SH,SHSE.605060,联德股份,机械设备,通用设备,其他通用设备,"风能,沪股通,数据中心,物联网,专精特新",A
605088.SH,SHSE.605088,冠盛股份,汽车,汽车零部件,底盘与发动机系统,"贬值受益,储能,固态电池,沪股通,华为汽车,机构重仓,机器人概念,人形机器人,新能源车,锂电池",B
605108.SH,SHSE.605108,同庆楼,社会服务,酒店餐饮,餐饮,"沪股通,内贸流通,预制菜概念",C
605117.SH,SHSE.605117,德业股份,电力设备,光伏设备,逆变器,"HS300_,MSCI中国,储能,国产芯片,沪股通,融资融券,上证180_,太阳能",A
605128.SH,SHSE.605128,上海沿浦,汽车,汽车零部件,车身附件及饰件,"沪股通,华为汽车",B
605166.SH,SHSE.605166,聚合顺,基础化工,化学纤维,锦纶,"新材料,专精特新,转债标的",A
605196.SH,SHSE.605196,华通线缆,电力设备,电网设备,线缆部件及其他,"QFII重仓,贬值受益,工业互联,沪股通,机构重仓,太阳能,中俄贸易概念",A
605266.SH,SHSE.605266,健之佳,医药生物,医药商业,线下药店,"内贸流通,西部大开发",B
605288.SH,SHSE.605288,凯迪股份,机械设备,自动化设备,工控设备,"百元股,沪股通,物联网,新能源车,养老概念,智能家居",A
605305.SH,SHSE.605305,中际联合,机械设备,工程机械,工程机械整机,"2025中报预增,风能,工程机械概念,沪股通,融资融券,专精特新",A
605376.SH,SHSE.605376,博迁新材,有色金属,能源金属,镍,"2025中报预增,3D打印,MLCC,超级电容,沪股通,基金重仓,融资融券,小金属概念,新材料,专精特新,锂电池",A
605377.SH,SHSE.605377,华旺科技,轻工制造,造纸,特种纸,沪股通,B
605499.SH,SHSE.605499,东鹏饮料,食品饮料,饮料乳品,软饮料,"HS300_,MSCI中国,百元股,沪股通,机构重仓,融资融券,上证180_,新零售",B
605589.SH,SHSE.605589,圣泉集团,基础化工,塑料,合成树脂,"2025中报预增,3D打印,PCB,超级电容,代糖概念,固态电池,光刻机(胶),国产软件,沪股通,建筑节能,节能环保,军工,抗菌面料,氢能源,融资融券,商业航天,上证380,石墨烯,新材料,中证500,锂电池",A
605598.SH,SHSE.605598,上海港湾,建筑装饰,专业工程,其他专业工程,"钙钛矿电池,沪股通,商业航天,一带一路,昨日涨停,昨日涨停_含一字",B
688002.SH,SHSE.688002,睿创微纳,国防军工,军工电子Ⅱ,军工电子Ⅲ,"百元股,传感器,富时罗素,股权激励,国产芯片,毫米波概念,沪股通,基金重仓,机器人概念,军工,军民融合,科创板做市股,人工智能,融资融券,商业航天,上证380,卫星互联网,无人机,无人驾驶,中证500,转债标的,昨日涨停,昨日涨停_含一字",A
688003.SH,SHSE.688003,天准科技,机械设备,自动化设备,其他自动化设备,"PCB,半导体概念,边缘计算,车联网(车路云),股权激励,沪股通,机器人概念,机器视觉,苹果概念,人工智能,融资融券,无人驾驶,英伟达概念,专精特新,转债标的",A
688006.SH,SHSE.688006,杭可科技,电力设备,电池,锂电专用设备,"富时罗素,股权激励,固态电池,沪股通,科创板做市股,融资融券,上证380,锂电池",A
688009.SH,SHSE.688009,中国通号,机械设备,轨交设备Ⅱ,轨交设备Ⅲ,"AH股,HS300_,MSCI中国,北斗导航,低空经济,富时罗素,国产芯片,沪股通,华为概念,科创板做市股,融资融券,上证180_,铁路基建,央国企改革,一带一路,中特估,中字头",A
688010.SH,SHSE.688010,福光股份,电子,光学光电子,光学元件,"超清视频,国家安防,沪股通,华为概念,军工,军民融合,区块链,融资融券,商业航天,专精特新",A
688012.SH,SHSE.688012,中微公司,电子,半导体,半导体设备,"HS300_,LED,MSCI中国,百元股,半导体概念,长江三角,存储芯片,富时罗素,高带宽内存,股权激励,国产芯片,沪股通,基金重仓,机构重仓,科创板做市股,宁组合,区块链,融资融券,上证180_,上证50_,中芯概念",A
688017.SH,SHSE.688017,绿的谐波,机械设备,自动化设备,机器人,"百元股,半导体概念,工业母机,沪股通,基金重仓,机器人概念,机器人执行器,减速器,人形机器人,融资融券,上证380,新能源,医疗器械概念,中证500,专精特新",A
688018.SH,SHSE.688018,乐鑫科技,电子,半导体,数字芯片设计,"2025中报预增,WiFi,百元股,半导体概念,股权激励,国产芯片,沪股通,机构重仓,人工智能,融资融券,物联网,小米概念,星闪概念,智能穿戴,智能家居,中证500",A
688019.SH,SHSE.688019,安集科技,电子,电子化学品Ⅱ,电子化学品Ⅲ,"LED,OLED,百元股,存储芯片,富时罗素,股权激励,光刻机(胶),国产芯片,沪股通,基金重仓,融资融券,上证380,新材料,中芯概念,中证500,专精特新,转债标的",A
688023.SH,SHSE.688023,安恒信息,计算机,软件开发,横向通用软件,"DeepSeek概念,车联网(车路云),大数据,东数西算,工业互联,国产软件,沪股通,华为昇腾,华为概念,人工智能,融资融券,数据安全,数据要素,数字经济,网络安全,物联网,信创,云计算,智慧城市",A
688025.SH,SHSE.688025,杰普特,机械设备,自动化设备,激光设备,"2025中报预增,3D打印,BC电池,CPO概念,百元股,钙钛矿电池,股权激励,国产芯片,沪股通,华为概念,基金重仓,苹果概念,融资融券,深圳特区,虚拟现实,专精特新",A
688029.SH,SHSE.688029,南微医学,医药生物,医疗器械,医疗耗材,"沪股通,机构重仓,融资融券,上证380,医疗器械概念",B
688031.SH,SHSE.688031,星环科技-U,计算机,软件开发,横向通用软件,"MLOps概念,百元股,大数据,沪股通,人工智能,融资融券,数据安全,数据要素,信创",A
688036.SH,SHSE.688036,传音控股,电子,消费电子,品牌消费电子,"AIPC,AI手机,AI眼镜,AI智能体,DeepSeek概念,HS300_,MLOps概念,MSCI中国,股权激励,沪股通,融资融券,上证180_,深圳特区,养老金,一带一路",A
688037.SH,SHSE.688037,芯源微,电子,半导体,半导体设备,"LED,百元股,半导体概念,光刻机(胶),国产芯片,沪股通,华为概念,基金重仓,融资融券,上证380,中芯概念,中证500,专精特新",A
688039.SH,SHSE.688039,当虹科技,计算机,IT服务Ⅱ,IT服务Ⅲ,"AIGC概念,AI应用,DeepSeek概念,Sora概念,Web3.0,阿里概念,边缘计算,超清视频,多模态AI,国产软件,国家安防,沪股通,机器人概念,裸眼3D,人工智能,人形机器人,融资融券,星闪概念,虚拟数字人,虚拟现实,英伟达概念,元宇宙概念,云计算,在线教育,增强现实,专精特新",A
688041.SH,SHSE.688041,海光信息,电子,半导体,数字芯片设计,"AI芯片,DeepSeek概念,HS300_,MSCI中国,阿里概念,百度概念,百元股,半导体概念,抖音概念(字节概念),国产芯片,沪股通,人工智能,融资融券,上证180_,上证50_,算力概念,信创,专精特新",A
688046.SH,SHSE.688046,药康生物,医药生物,医疗服务,医疗研发外包,"CRO,创新药,沪股通,科创板做市股,融资融券,专精特新",B
688048.SH,SHSE.688048,长光华芯,电子,半导体,分立器件,"百元股,半导体概念,光通信模块,国产芯片,沪股通,可控核聚变,融资融券,商业航天,无人驾驶,医疗美容,专精特新",A
688049.SH,SHSE.688049,炬芯科技,电子,半导体,数字芯片设计,"2025三季报预增,2025中报预增,AI手机,AI芯片,AI眼镜,半导体概念,国产芯片,沪股通,机器人概念,汽车芯片,人工智能,荣耀概念,融资融券,算力概念,无线耳机,物联网,小米概念,星闪概念,智能穿戴,智能家居,专精特新",A
688050.SH,SHSE.688050,爱博医疗,医药生物,医疗器械,医疗耗材,"AI制药（医疗）,沪股通,机构重仓,融资融券,上证380,新材料,医疗器械概念,专精特新",B
688052.SH,SHSE.688052,纳芯微,电子,半导体,模拟芯片设计,"AH股,百元股,半导体概念,传感器,国产芯片,沪股通,汽车芯片,融资融券,中证500,专精特新",A
688062.SH,SHSE.688062,迈威生物-U,医药生物,化学制药,化学制剂,"AI制药（医疗）,CAR-T细胞疗法,病毒防治,创新药,单抗概念,沪股通,免疫治疗,融资融券,重组蛋白",B
688065.SH,SHSE.688065,凯赛生物,基础化工,化学制品,其他化学制品,"MSCI中国,合成生物,沪股通,机构重仓,科创板做市股,融资融券,上证380,碳交易,新材料,中证500,专精特新",A
688068.SH,SHSE.688068,热景生物,医药生物,医疗器械,体外诊断,"百元股,病毒防治,痘病毒防治,肝炎概念,股权激励,国家安防,沪股通,基金重仓,流感,免疫治疗,融资融券,食品安全,体外诊断,养老金,医疗器械概念",B
688070.SH,SHSE.688070,纵横股份,国防军工,航空装备Ⅱ,航空装备Ⅲ,"北斗导航,低空经济,融资融券,无人机,西部大开发,专精特新",A
688071.SH,SHSE.688071,华依科技,机械设备,专用设备,其他专用设备,"机器人概念,燃料电池,人形机器人,融资融券,无人驾驶,新能源车,专精特新",A
688072.SH,SHSE.688072,拓荆科技,电子,半导体,半导体设备,"MSCI中国,百元股,半导体概念,高带宽内存,沪股通,基金重仓,融资融券,上证180_,中芯概念,专精特新",A
688073.SH,SHSE.688073,毕得医药,医药生物,医疗服务,医疗研发外包,"CRO,沪股通,融资融券,专精特新",B
688075.SH,SHSE.688075,安旭生物,医药生物,医疗器械,体外诊断,"痘病毒防治,沪股通,融资融券,体外诊断,专精特新",B
688081.SH,SHSE.688081,兴图新科,国防军工,军工电子Ⅱ,军工电子Ⅲ,"大数据,湖北自贸,华为昇腾,机构重仓,军工,军民融合,人工智能,融资融券,远程办公,云计算",A
688082.SH,SHSE.688082,盛美上海,电子,半导体,半导体设备,"HS300_,MSCI中国,百元股,半导体概念,高带宽内存,沪股通,融资融券,上证180_,专精特新",A
688083.SH,SHSE.688083,中望软件,计算机,软件开发,垂直应用软件,"国产软件,沪股通,融资融券,上证380,信创",A
688084.SH,SHSE.688084,晶品特装,国防军工,军工电子Ⅱ,军工电子Ⅲ,"沪股通,机器人概念,军工,融资融券,无人机,专精特新",A
688085.SH,SHSE.688085,三友医疗,医药生物,医疗器械,医疗耗材,"3D打印,沪股通,机器人概念,人工智能,融资融券,新材料,医疗器械概念,专精特新",B
688088.SH,SHSE.688088,虹软科技,计算机,IT服务Ⅱ,IT服务Ⅲ,"AI手机,AI眼镜,AI应用,QFII重仓,Sora概念,边缘计算,国产芯片,沪股通,华为概念,混合现实,机构重仓,机器人概念,机器视觉,人工智能,荣耀概念,融资融券,生物识别,无人驾驶,虚拟现实,元宇宙概念",A
688090.SH,SHSE.688090,瑞松科技,机械设备,自动化设备,机器人,"机器人概念,机器视觉,融资融券,新能源车,专精特新",A
688095.SH,SHSE.688095,福昕软件,计算机,软件开发,横向通用软件,"AIGC概念,AI应用,百元股,大数据,国产软件,沪股通,区块链,人工智能,融资融券,虚拟现实,云计算,增强现实",A
688099.SH,SHSE.688099,晶晨股份,电子,半导体,数字芯片设计,"AI芯片,MSCI中国,半导体概念,超清视频,国产芯片,沪股通,基金重仓,科创板做市股,人工智能,融资融券,上证380,中证500",A
688103.SH,SHSE.688103,国力电子,电子,其他电子Ⅱ,其他电子Ⅲ,"2025中报预增,半导体概念,储能,大飞机,飞行汽车(eVTOL),风能,高压快充,固态电池,沪股通,华为概念,华为汽车,军工,可控核聚变,培育钻石,融资融券,商业航天,太阳能,新能源,新能源车,转债标的",A
688110.SH,SHSE.688110,东芯股份,电子,半导体,数字芯片设计,"MSCI中国,百元股,半导体概念,存储芯片,国产芯片,沪股通,汽车芯片,融资融券,专精特新",A
688111.SH,SHSE.688111,金山办公,计算机,软件开发,横向通用软件,"AI应用,HS300_,Kimi概念,MSCI中国,百元股,国产软件,沪股通,科创板做市股,茅指数,人工智能,融资融券,上证180_,上证50_,信创,远程办公",A
688114.SH,SHSE.688114,华大智造,医药生物,医疗器械,医疗设备,"AI制药（医疗）,合成生物,沪股通,基因测序,机器人概念,融资融券,上证380,医疗器械概念,中证500",B
688116.SH,SHSE.688116,天奈科技,电力设备,电池,电池化学品,"固态电池,沪股通,机器人概念,科创板做市股,融资融券,上证380,石墨烯,碳基材料,新材料,转债标的,锂电池",A
688120.SH,SHSE.688120,华海清科,电子,半导体,半导体设备,"MSCI中国,百元股,半导体概念,存储芯片,高带宽内存,沪股通,基金重仓,融资融券,上证380,央国企改革,中芯概念,中证500,专精特新",A
688122.SH,SHSE.688122,西部超导,国防军工,航空装备Ⅱ,航空装备Ⅲ,"MSCI中国,超导概念,大飞机,富时罗素,沪股通,军工,军民融合,科创板做市股,可控核聚变,量子科技,融资融券,商业航天,上证380,西部大开发,新材料,央国企改革,中证500",A
688123.SH,SHSE.688123,聚辰股份,电子,半导体,数字芯片设计,"AIPC,AI眼镜,百元股,半导体概念,存储芯片,国产芯片,沪股通,华为概念,汽车芯片,荣耀概念,融资融券,上证380,无人驾驶,小米概念,中芯概念,专精特新",A
688126.SH,SHSE.688126,沪硅产业,电子,半导体,半导体材料,"HS300_,MSCI中国,半导体概念,存储芯片,国产芯片,沪股通,融资融券,上证180_,中芯概念",A
688136.SH,SHSE.688136,科兴制药,医药生物,生物制品,其他生物制品,"病毒防治,创新药,合成生物,沪股通,机构重仓,融资融券",B
688137.SH,SHSE.688137,近岸蛋白,医药生物,生物制品,其他生物制品,"合成生物,融资融券,体外诊断,重组蛋白,专精特新",B
688141.SH,SHSE.688141,杰华特,电子,半导体,模拟芯片设计,"半导体概念,储能,沪股通,华为概念,汽车芯片,人工智能,融资融券,无人驾驶,小米概念,新能源车,专精特新",A
688143.SH,SHSE.688143,长盈通,通信,通信设备,通信线缆及配套,"2025中报预增,光通信模块,沪股通,军工,融资融券,商业航天,专精特新",A
